"År-måned","Arbeidssted fylkesnummer","Arbeidssted kommunenummer","Stilling Yrkesbetegnelse kode (6-siffer)","Tilgang stillinger i perioden"
"201603","15","1563","2211.01","1"
"201603","01","0124","2223.02","7"
"201603","07","0709","5223.20","7"
"201603","19","1926","9112.02","1"
"201603","02","0220","2221.02","2"
"201603","05","0511","2636.22","1"
"201603","14","1411","5311.04","2"
"201603","06","0617","7413.01","1"
"201603","11","1121","4110.17","1"
"201603","06","0619","3413.01","1"
"201603","09","0906","5329.26","1"
"201603","07","0709","1342.11","1"
"201603","16","1601","7231.04","8"
"201603","16","1601","2146.36","1"
"201603","12","1201","2266.01","1"
"201603","16","1601","3240.02","1"
"201603","17","1714","2224.02","1"
"201603","05","0515","3511.05","2"
"201603","12","1243","4132.01","1"
"201603","07","0720","1120.55","1"
"201603","20","2004","8332.03","1"
"201603","08","0806","7114.02","1"
"201603","08","0805","7215.01","2"
"201603","12","1201","2310.02","2"
"201603","05","0522","2341.01","5"
"201603","20","2012","3422.03","1"
"201603","18","1839","7126.02","1"
"201603","20","2004","2342.01","2"
"201604","08","0806","8332.03","2"
"201604","02","0235","5311.04","7"
"201604","12","1201","2431.01","3"
"201604","12","1201","7231.04","1"
"201604","12","1201","7215.01","2"
"201604","08","0806","4321.01","1"
"201604","02","0220","3113.01","1"
"201604","08","0815","0000.01","1"
"201604","15","1504","5223.02","11"
"201604","07","0709","7122.01","4"
"201604","17","1702","7234.01","1"
"201604","12","1201","4110.02","7"
"201604","03","0301","5132.01","24"
"201604","03","0301","5141.02","7"
"201604","11","1102","8332.03","2"
"201604","02","0219","7234.01","1"
"201604","10","1001","7231.01","8"
"201604","18","1840","5223.02","2"
"201604","02","0236","9112.02","4"
"201604","03","0301","7115.07","58"
"201604","11","1149","7231.03","2"
"201604","07","0704","4224.02","1"
"201604","09","0904","3112.03","1"
"201604","12","1201","7411.01","6"
"201604","12","1201","4321.01","7"
"201604","05","0512","2422.05","1"
"201604","10","1001","2149.01","1"
"201604","03","0301","2634.11","2"
"201604","06","0624","3355.04","3"
"201604","07","0704","2221.05","1"
"201604","07","0722","7112.01","4"
"201604","17","1703","7115.07","2"
"201604","17","1703","2310.01","1"
"201604","12","1201","1420.02","3"
"201604","04","0427","4110.02","1"
"201604","08","0815","5131.02","7"
"201604","04","0437","6121.01","1"
"201604","05","0529","2342.04","1"
"201604","12","1201","7234.01","1"
"201604","01","0106","5223.03","1"
"201604","01","0101","8342.01","2"
"201604","01","0124","7231.03","1"
"201604","02","0231","8332.03","3"
"201604","02","0231","2422.05","7"
"201604","19","1943","5321.03","2"
"201604","12","1201","7127.08","1"
"201604","19","1926","3258.01","1"
"201604","20","2012","2310.06","2"
"201604","04","0425","1120.62","1"
"201604","04","0425","1342.01","1"
"201604","18","1857","1349.68","1"
"201604","12","1201","2423.02","3"
"201604","09","0926","5246.07","1"
"201604","16","1664","6113.03","4"
"201604","16","1634","1420.02","1"
"201604","17","1702","5222.02","1"
"201604","18","1804","2342.01","3"
"201604","10","1001","3355.04","1"
"201604","05","0542","7411.01","2"
"201604","02","0238","3112.13","1"
"201604","09","0906","5223.02","9"
"201604","20","2011","5153.03","1"
"201604","12","1201","2353.01","2"
"201604","07","0711","3331.05","1"
"201604","02","0211","6113.02","1"
"201604","04","0403","2223.02","8"
"201604","03","0301","2120.02","11"
"201604","15","1502","5312.01","2"
"201604","05","0541","5311.04","2"
"201604","06","0602","2221.11","2"
"201604","16","1663","2224.10","2"
"201604","15","1502","5223.02","11"
"201604","03","0301","1114.19","2"
"201604","16","1601","2342.07","4"
"201604","07","0716","2320.05","4"
"201604","20","2003","3355.04","1"
"201604","14","1401","5223.02","2"
"201604","01","0106","2352.02","6"
"201604","08","0817","6113.03","12"
"201604","06","0605","6113.01","1"
"201604","18","1866","4110.02","1"
"201604","11","1103","5311.04","4"
"201604","19","1902","2211.01","3"
"201604","08","0806","2341.01","4"
"201604","18","1837","2330.03","1"
"201604","19","1902","1114.02","1"
"201604","11","1103","3355.02","3"
"201604","02","0216","2341.03","1"
"201604","10","1003","9214.01","1"
"201604","08","0806","2266.02","1"
"201604","03","0301","3119.41","2"
"201604","06","0602","3412.06","10"
"201604","17","1751","4311.02","1"
"201604","01","0101","6113.02","1"
"201604","01","0106","2342.04","4"
"201604","08","0805","2224.10","22"
"201604","18","1824","5120.03","1"
"201604","04","0428","5131.02","2"
"201604","17","1742","9412.02","2"
"201604","12","1259","2422.05","2"
"201604","10","1001","2342.07","8"
"201604","16","1601","5311.08","3"
"201604","01","0106","2359.02","2"
"201604","12","1222","1341.05","1"
"201604","05","0517","5249.01","1"
"201604","07","0704","2341.01","2"
"201604","09","0904","3412.14","4"
"201604","14","1419","2164.09","1"
"201604","03","0301","3331.15","1"
"201604","20","2020","2223.02","4"
"201604","02","0219","3112.12","1"
"201604","08","0831","3355.02","1"
"201604","14","1420","4311.01","1"
"201604","15","1515","2342.07","3"
"201604","12","1221","7223.01","2"
"201604","12","1222","9412.02","1"
"201604","02","0229","2224.02","2"
"201604","15","1535","1345.01","1"
"201604","07","0704","2634.01","3"
"201604","19","1902","2351.01","2"
"201604","12","1201","4226.14","4"
"201604","04","0429","1345.20","1"
"201604","11","1106","8344.01","2"
"201604","03","0301","2262.02","16"
"201604","06","0626","2212.01","2"
"201604","19","1942","1420.06","1"
"201604","18","1851","2224.10","1"
"201604","06","0602","2162.01","1"
"201604","12","1201","3511.04","3"
"201604","18","1852","2342.07","1"
"201604","16","1601","1221.12","1"
"201604","19","1902","1223.05","1"
"201604","10","1003","3355.02","1"
"201604","07","0706","1221.11","1"
"201604","03","0301","1344.16","1"
"201604","20","2020","5120.03","1"
"201604","11","1135","7413.01","1"
"201604","15","1532","5321.02","5"
"201604","19","1931","3313.10","1"
"201604","15","1566","2433.03","2"
"201604","08","0805","6113.03","2"
"201604","15","1505","2261.09","1"
"201604","04","0403","2341.01","3"
"201604","01","0105","9329.02","1"
"201604","16","1627","3343.01","1"
"201604","07","0722","1221.12","1"
"201604","04","0428","2223.02","4"
"201604","02","0219","2262.12","1"
"201604","14","1419","2631.05","1"
"201604","01","0136","5329.25","1"
"201604","10","1003","3413.02","1"
"201604","08","0805","1222.01","1"
"201604","03","0301","1219.17","3"
"201604","06","0602","9111.01","1"
"201604","02","0231","5142.05","1"
"201604","11","1120","1221.08","1"
"201604","03","0301","1342.39","1"
"201604","14","1401","8322.02","1"
"201604","UT","Norg","7411.01","1"
"201604","15","1504","5223.04","4"
"201604","11","1119","4321.01","1"
"201604","18","1833","2351.01","1"
"201604","10","1003","3313.01","1"
"201604","16","1653","9312.01","2"
"201604","10","1004","5131.02","1"
"201604","11","1102","7115.07","1"
"201604","11","1103","5414.02","2"
"201604","18","1870","5244.02","1"
"201604","14","1449","5120.03","3"
"201604","20","2020","4415.01","1"
"201604","01","0105","5321.02","1"
"201604","02","0219","5223.22","1"
"201604","10","1001","1323.01","3"
"201604","16","1601","7119.01","1"
"201604","11","1106","4110.05","1"
"201604","15","1543","2221.08","1"
"201604","07","0701","3114.46","1"
"201604","09","0937","2330.02","2"
"201604","01","0105","3333.03","2"
"201604","17","1744","5321.06","2"
"201604","11","1102","2422.05","3"
"201604","09","0914","3434.02","1"
"201604","02","0216","5169.02","1"
"201604","17","1718","2413.01","2"
"201604","08","0829","2636.22","1"
"201604","03","0301","4229.01","3"
"201604","16","1601","4313.02","1"
"201604","07","0709","4321.01","13"
"201604","16","1621","5321.01","1"
"201604","14","1432","2261.02","1"
"201604","14","1443","2330.03","1"
"201604","05","0542","2221.01","1"
"201604","16","1663","2342.01","1"
"201604","18","1804","3322.19","1"
"201604","08","0817","3257.02","1"
"201604","01","0104","5321.02","3"
"201604","01","0136","2224.02","8"
"201604","18","1870","2330.03","1"
"201604","04","0402","1342.30","1"
"201604","05","0502","3212.04","1"
"201604","06","0602","5131.02","4"
"201604","12","1201","2631.02","5"
"201604","01","0135","9621.03","2"
"201604","19","1902","2511.01","5"
"201604","18","1841","3412.07","1"
"201604","08","0819","7114.02","1"
"201604","02","0213","5321.02","12"
"201604","07","0704","2266.02","2"
"201604","14","1418","5120.03","1"
"201604","06","0617","7233.04","1"
"201604","19","1902","2131.15","1"
"201604","19","1902","3114.01","1"
"201604","16","1601","7133.04","1"
"201604","16","1612","5223.13","2"
"201604","11","1142","5153.02","1"
"201604","18","1813","5322.01","1"
"201604","05","0520","7133.01","1"
"201604","18","1841","9611.01","4"
"201604","20","2011","5329.02","2"
"201604","02","0219","3321.16","1"
"201604","11","1103","5322.05","3"
"201604","03","0301","2422.15","2"
"201604","16","1638","2211.01","2"
"201604","07","0706","4110.02","6"
"201604","06","0625","3123.05","1"
"201604","08","0806","5245.01","1"
"201604","18","1853","2635.01","2"
"201604","08","0806","4110.19","2"
"201604","08","0806","2221.15","1"
"201604","08","0805","2221.02","3"
"201604","06","0604","2221.03","1"
"201604","02","0226","1342.01","2"
"201604","06","0605","3312.27","1"
"201604","04","0403","5311.04","2"
"201604","02","0220","3112.03","3"
"201604","17","1756","2355.01","1"
"201604","04","0402","2412.14","1"
"201604","11","1103","5244.02","6"
"201604","16","1621","7126.02","1"
"201604","01","0104","1323.01","1"
"201604","04","0402","5311.02","1"
"201604","17","1702","1412.01","3"
"201604","10","1032","9329.02","1"
"201604","15","1563","7233.03","1"
"201604","16","1636","2421.06","1"
"201604","02","0235","1420.06","1"
"201604","16","1634","9329.02","1"
"201604","15","1505","2224.02","3"
"201604","15","1504","3322.06","1"
"201604","03","0301","2622.12","1"
"201604","02","0214","2342.04","2"
"201604","02","0235","4224.02","1"
"201604","18","1860","2341.03","1"
"201604","06","0620","1412.02","1"
"201604","15","1502","1222.01","1"
"201604","08","0833","9112.02","1"
"201604","02","0237","2222.01","2"
"201604","04","0412","9321.01","2"
"201604","06","0628","5311.04","1"
"201604","18","1866","5223.02","1"
"201604","19","1931","3322.05","1"
"201604","02","0234","2351.03","1"
"201604","05","0502","4323.04","3"
"201604","02","0230","2221.02","2"
"201604","12","1247","3322.19","1"
"201604","18","1820","2621.10","2"
"201604","04","0423","5246.02","1"
"201604","14","1416","2341.01","2"
"201604","08","0834","2264.01","1"
"201604","01","0106","2162.01","1"
"201604","11","1101","2221.13","1"
"201604","18","1838","5153.21","1"
"201604","18","1834","3211.01","2"
"201604","11","1160","2342.04","1"
"201604","03","0301","3119.51","4"
"201604","02","0233","7233.05","1"
"201604","05","0522","5329.04","2"
"201604","06","0623","7421.05","1"
"201604","19","1931","7233.13","1"
"201604","15","1566","9329.02","1"
"201604","12","1201","2112.01","1"
"201604","04","0402","2212.03","1"
"201604","18","1813","8350.04","1"
"201604","15","1571","7115.07","2"
"201604","02","0235","8153.01","1"
"201604","02","0214","3322.05","2"
"201604","03","0301","5142.02","9"
"201604","06","0612","2221.01","1"
"201604","16","1601","3422.03","1"
"201604","12","1219","7411.01","2"
"201604","09","0906","5246.07","1"
"201604","14","1439","2351.01","2"
"201604","02","0236","2224.10","1"
"201604","07","0704","1324.12","1"
"201604","01","0138","2221.01","2"
"201604","10","1029","2342.01","1"
"201604","14","1429","5163.02","1"
"201604","03","0301","2514.01","2"
"201604","12","1263","5329.04","1"
"201604","02","0231","2634.01","1"
"201604","20","2004","3151.05","2"
"201604","05","0540","7115.04","1"
"201604","05","0528","2224.10","2"
"201604","01","0105","5321.03","1"
"201604","18","1804","5131.09","1"
"201604","16","1653","6113.01","1"
"201604","01","0118","3355.02","1"
"201604","15","1502","5411.02","2"
"201604","01","0105","5165.01","1"
"201604","19","1903","0000.01","3"
"201604","11","1102","5142.05","1"
"201604","12","1221","2634.01","2"
"201604","15","1548","4321.01","1"
"201604","14","1421","2223.02","2"
"201604","17","1736","2342.04","2"
"201604","12","1264","2422.05","1"
"201604","11","1103","3117.49","1"
"201604","02","0231","5329.02","9"
"201604","10","1003","3313.20","2"
"201604","01","0124","2342.04","1"
"201604","10","1037","6221.01","1"
"201604","18","1839","2341.01","2"
"201604","08","0806","2224.04","1"
"201604","05","0534","4110.02","1"
"201604","10","1004","2223.02","2"
"201604","07","0720","0000.01","2"
"201604","10","1001","2423.05","1"
"201604","06","0602","3322.19","4"
"201604","08","0814","2413.08","1"
"201605","07","0722","0000.01","1"
"201605","17","1718","2330.03","4"
"201605","12","1246","2224.10","5"
"201605","12","1201","2342.02","2"
"201605","12","1201","2224.02","14"
"201605","17","1702","3412.12","4"
"201605","03","0301","2222.01","3"
"201605","11","1102","5153.03","2"
"201605","03","0301","9621.08","1"
"201605","11","1103","7126.02","2"
"201605","14","1432","2341.01","5"
"201605","19","1931","5223.13","2"
"201605","04","0418","2413.10","1"
"201605","20","2027","1222.01","1"
"201605","11","1106","7214.02","7"
"201605","12","1201","5141.01","8"
"201605","19","1913","5411.02","2"
"201605","03","0301","1323.11","1"
"201605","16","1601","4311.02","1"
"201605","05","0517","7115.07","7"
"201605","18","1822","2223.02","1"
"201605","16","1664","7214.02","1"
"201605","16","1621","4321.01","1"
"201605","15","1524","4110.02","1"
"201605","06","0602","5223.02","15"
"201605","02","0231","2330.03","1"
"201605","02","0219","5131.02","3"
"201605","12","1201","1431.25","1"
"201605","15","1505","3134.02","5"
"201605","11","1124","2211.01","1"
"201605","05","0519","2352.02","1"
"201605","16","1601","5311.02","46"
"201605","02","0220","8212.09","1"
"201605","12","1201","2413.16","1"
"201605","15","1535","2341.10","1"
"201605","17","1714","1345.06","3"
"201605","09","0904","2330.04","1"
"201605","03","0301","5132.01","16"
"201605","18","1845","1330.14","1"
"201605","11","1119","3115.02","2"
"201605","06","0627","7231.03","2"
"201605","12","1243","3152.05","2"
"201605","02","0231","9312.06","1"
"201605","03","0301","7122.05","2"
"201605","12","1201","4415.01","1"
"201605","12","1201","5311.04","18"
"201605","05","0516","5153.03","1"
"201605","18","1866","5311.04","3"
"201605","05","0542","2221.08","1"
"201605","11","1106","5141.01","1"
"201605","02","0235","2224.02","3"
"201605","15","1545","3115.02","1"
"201605","19","1903","2341.07","2"
"201605","03","0301","3119.49","1"
"201605","14","1429","2341.01","3"
"201605","15","1525","2652.04","1"
"201605","16","1640","7233.03","1"
"201605","16","1634","5311.09","1"
"201605","12","1211","2621.01","1"
"201605","10","1029","8322.04","1"
"201605","08","0827","2359.03","1"
"201605","09","0906","7115.07","9"
"201605","12","1263","2330.03","4"
"201605","16","1640","1219.13","1"
"201605","20","2027","2643.08","1"
"201605","05","0544","5120.03","1"
"201605","09","0904","5131.02","3"
"201605","11","1102","5329.02","5"
"201605","15","1504","5246.07","2"
"201605","01","0105","9312.06","5"
"201605","10","1017","4321.01","1"
"201605","17","1703","2212.01","1"
"201605","12","1223","5223.02","2"
"201605","07","0706","2164.01","1"
"201605","01","0137","5311.08","1"
"201605","15","1504","7114.02","5"
"201605","19","1902","3512.01","1"
"201605","03","0301","4311.02","6"
"201605","15","1532","3112.03","2"
"201605","11","1130","8160.03","2"
"201605","12","1228","7411.01","1"
"201605","06","0605","2223.02","4"
"201605","05","0542","9312.07","1"
"201605","10","1001","5244.02","5"
"201605","01","0106","2352.02","3"
"201605","11","1130","2352.02","2"
"201605","03","0301","2145.01","1"
"201605","12","1246","7131.02","2"
"201605","06","0604","2164.01","1"
"201605","19","1902","2211.01","2"
"201605","10","1027","1412.01","1"
"201605","18","1860","2341.01","3"
"201605","15","1520","3313.20","1"
"201605","16","1665","4224.06","1"
"201605","18","1805","2212.01","1"
"201605","02","0217","2342.01","2"
"201605","08","0806","2341.10","2"
"201605","05","0511","9412.02","1"
"201605","18","1813","9112.02","2"
"201605","20","2012","2342.07","3"
"201605","03","0301","3254.01","2"
"201605","15","1516","2262.01","1"
"201605","18","1804","3412.06","2"
"201605","09","0914","0000.01","1"
"201605","18","1804","7411.01","5"
"201605","12","1211","8332.03","1"
